,0
0,0.25021636109225653
1,0.6884267879104645
2,0.4514032394267946
3,7.103087918401562
4,0.4640150087277619
5,-4.621636385711274
6,-0.04807470281770551
7,-2.5457662195275224
8,-1.6206688805343787
9,-1.4281838777909566
10,-2.4829409836930965
11,0.4505673449478195
12,2.050321501314631
13,1.9149750770729852
14,2.3142621861478334
15,10.100907249112009
16,-5.2752858704572825
17,-4.004670350496867
18,9.906163814960971
19,-3.785926425672468
20,9.900872609581818
21,1.2198536361175536
22,-6.9943109271378034
23,7.278353545349673
24,-8.6840325558397
25,-1.1315565272826176
26,-0.29685951059850874
27,7.216975524161544
28,-3.6666297354780903
29,-1.1456040687096434
30,-5.024451249568823
31,-2.7116955093338393
32,-4.985398861418302
33,-0.3837363744978
34,0.7579257359291469
35,2.374171407357366
36,0.2506241835985294
37,5.440122003783292
38,18.61066365383558
39,-6.200389493229665
40,-0.5803290588245039
41,-0.36584522113238777
42,0.774552885514918
43,-2.9238613355705647
44,-2.2995443830497715
45,14.999090823766673
46,5.601266590670474
47,-0.7594632531902582
48,1.2060034201031515
49,-0.6415493974306864
50,-0.07198797874252807
51,6.145298798122853
52,-0.5012738567647345
53,-5.649195780764365
54,-1.1423831517234362
55,-0.14575642165717193
56,-2.5430901440155522
57,-6.297271857199156
58,-2.754238146025823
59,-7.924834213595637
60,-6.501211080473691
61,-5.411383861710581
62,-0.7257368795231708
63,-2.7827038320341293
64,0.8345058980303195
65,0.9541533433163785
66,3.0918875572375635
67,9.24012995473064
68,-2.201146213900653
69,0.3696193144187175
70,-0.33637823978445014
71,-1.6187055091326763
72,0.5283631366928249
73,0.033046813845978615
74,-0.5491893302332559
75,-8.591144540610317
76,-0.8658411355803108
77,1.6401972730476873
78,11.182350371410317
79,4.491641061979984
80,0.10978228574240563
81,8.735070126414248
82,1.8755559272844182
83,-10.905741861620887
84,1.0094447895231793
85,1.0586672493021765
86,-12.1686912899341
87,2.1523693239143045
88,0.028498042106694575
89,-1.868519317966204
90,-0.4483908928702303
91,-0.4448953792662319
92,-1.43389669198253
93,-21.206259212070986
94,0.3547033147045333
95,-0.166175004498517
96,-3.495850367035162
97,1.280400762177776
98,0.6593279843453771
99,9.463363458862798
100,10.379278148003888
101,-3.8599999428395044
102,-1.3439983873007129
103,-9.058082263714368
104,-1.55362837314771
105,0.18793207871144157
106,-6.317588219475355
107,-1.4762402497150835
108,-1.3242288123308879
109,8.719856620167654
110,-0.25850809467579317
111,-7.890912591730028
112,0.6981300315359891
113,2.243773842565501
114,17.928337745945875
115,0.3215408853170132
116,-9.272270020841988
117,4.420500011650393
118,6.543181946511873
119,-1.6724457201372245
120,-6.194900189397418
121,-0.8073829885346504
122,3.348022327592704
123,-11.754411787023264
124,13.641864764535498
125,7.698319834705848
126,-2.897991493534778
127,-5.157237732914562
128,1.4486059348444944
129,-1.0773072072956165
130,-5.148473114246239
131,5.234840949054244
132,3.468470656840708
133,13.143809959111412
134,-1.3577998467939176
135,3.3632561448130978
136,-4.957186479203325
137,-6.457015750308799
138,7.835273357589809
139,5.644827196619871
140,3.511210972593855
141,3.1432644398350815
142,0.15299636651616577
143,1.3542030281059882
144,-20.192551656018033
145,0.3434751236500632
146,13.861113760770074
147,0.46404300213548
148,-7.363756435012246
149,-2.8101641725498774
150,-4.514798078284479
151,3.5648104124100257
152,2.0510409299145738
153,-8.099861531038904
154,-3.1983023359152942
155,0.3636628880604775
156,-0.31441478725815847
157,0.026033998317992416
158,0.03678851396845764
159,0.12106592745884613
160,9.051127116543116
161,1.9675500545461573
162,0.02807283463160595
163,-2.234050628409432
164,2.963250334833004
165,-4.413777164179068
166,-0.9246707724639335
167,-9.95423892051417
168,1.1428227421202717
169,-0.45543442686955443
170,6.019314203590443
171,-6.718139101263973
172,-4.478944929300085
173,18.678606951042514
174,-0.7388518379636465
175,-0.6503323516832076
176,-9.680972107909488
177,-0.21382292743631245
178,11.834682325626416
179,2.3742788933645764
180,1.8998018929407565
181,4.163159626578216
182,-3.797911325822817
183,5.25494699447866
184,0.5269863027835329
185,3.5449817581683796
186,4.17482425128249
187,5.819184719344389
188,-9.532614358484226
189,-1.327322044758482
190,-1.2770616028381638
191,4.290948555341145
192,-1.967386469373168
193,-16.06860889335332
194,-13.67986216925482
195,-0.07037903479939096
196,-0.9987607057637343
197,2.4204305971297857
198,-1.398408561215445
199,-0.4221997555084729
200,0.6498569645912776
201,-1.098955218939122
202,-0.9990409178507995
203,4.294449492215501
204,1.2517881788975287
205,3.0940928299831776
206,6.625701943151848
207,0.5967696982584614
208,-4.650035834701283
209,4.131651462759679
210,1.9864552859289244
211,-1.376787006329073
212,-3.4540980935734606
213,1.1262409983377257
214,0.9766599550074678
215,-1.989045512588059
216,1.303345257393461
217,6.930745325889293
218,-5.17144888145197
219,-4.582788811123665
220,1.175866540971019
221,0.14645429957311518
222,0.14943036438438967
223,-4.792211742192724
224,0.7202468825128864
225,-2.3284349596440967
226,-0.8153574715989398
227,2.837706680890763
228,-0.07517961477854544
229,1.6909280450729403
230,-3.0625451530935854
231,21.542456776303055
232,8.573142502233663
233,-2.7127216235924654
234,5.059878105435785
235,0.16770326560057833
236,-1.9710102996815573
237,-3.6313897873186454
238,2.5205066263061444
239,0.7056528235315433
240,0.5123412680994034
241,7.352652994840495
242,-11.097439293607236
243,-3.61464318852024
244,2.7446005752632052
245,-1.7878745514975454
246,5.284385441927055
247,-17.616106606884795
248,1.748504066097458
